,created,uuid,link,is_duplicate,duplicate_for,is_hard
486,2024-06-02 21:47:58,3587358a-1171-41e4-a551-fd70b30ed619,https://s3.ritm.media/yappy-db-duplicates/3587358a-1171-41e4-a551-fd70b30ed619.mp4,False,,False
489,2024-06-02 22:06:00,2ad4f575-7120-4393-a702-8cd485addb23,https://s3.ritm.media/yappy-db-duplicates/2ad4f575-7120-4393-a702-8cd485addb23.mp4,False,,False
490,2024-06-02 22:07:21,0e7380c6-4f67-4f50-abe3-f40f5d5aeac7,https://s3.ritm.media/yappy-db-duplicates/0e7380c6-4f67-4f50-abe3-f40f5d5aeac7.mp4,False,,False
493,2024-06-02 22:29:01,0c2c135c-7ed0-4a97-9c83-acc8acbed60f,https://s3.ritm.media/yappy-db-duplicates/0c2c135c-7ed0-4a97-9c83-acc8acbed60f.mp4,False,,False
495,2024-06-02 22:51:52,580a31b8-7a49-4f70-9ab4-d7a4ce16b6d1,https://s3.ritm.media/yappy-db-duplicates/580a31b8-7a49-4f70-9ab4-d7a4ce16b6d1.mp4,False,,False
497,2024-06-02 23:01:25,82808486-c41e-4335-a393-44415dee0c3c,https://s3.ritm.media/yappy-db-duplicates/82808486-c41e-4335-a393-44415dee0c3c.mp4,False,,False
500,2024-06-02 23:27:52,06d1ceb0-72ec-4ea3-90b5-e0e28bf2337c,https://s3.ritm.media/yappy-db-duplicates/06d1ceb0-72ec-4ea3-90b5-e0e28bf2337c.mp4,False,,False
502,2024-06-02 23:32:21,49f01616-4f5f-47ed-b99b-1872eb2a8a8e,https://s3.ritm.media/yappy-db-duplicates/49f01616-4f5f-47ed-b99b-1872eb2a8a8e.mp4,False,,False
510,2024-06-03 00:14:13,82faadcc-1218-47d8-99c5-cb82866dee2d,https://s3.ritm.media/yappy-db-duplicates/82faadcc-1218-47d8-99c5-cb82866dee2d.mp4,False,,False
518,2024-06-03 01:14:53,1430c3a3-d310-4c6f-9ad7-6814066f3258,https://s3.ritm.media/yappy-db-duplicates/1430c3a3-d310-4c6f-9ad7-6814066f3258.mp4,False,,False
521,2024-06-03 01:24:21,49535059-c75d-40c1-9742-4fba460edc71,https://s3.ritm.media/yappy-db-duplicates/49535059-c75d-40c1-9742-4fba460edc71.mp4,False,,False
525,2024-06-03 01:39:05,0d8b8c06-6734-4679-a471-9394323137b9,https://s3.ritm.media/yappy-db-duplicates/0d8b8c06-6734-4679-a471-9394323137b9.mp4,False,,False
528,2024-06-03 01:52:31,2d6a4f5b-0366-4111-852e-5ad85a16406e,https://s3.ritm.media/yappy-db-duplicates/2d6a4f5b-0366-4111-852e-5ad85a16406e.mp4,False,,False
529,2024-06-03 01:57:24,05d72fc9-89a3-47bf-bb1b-6db4fc6f2b56,https://s3.ritm.media/yappy-db-duplicates/05d72fc9-89a3-47bf-bb1b-6db4fc6f2b56.mp4,True,090cb968-02eb-4aba-8b94-f6124050df59,False
530,2024-06-03 01:58:37,0f1b008e-8f45-4c9c-927d-a6ba8c40a414,https://s3.ritm.media/yappy-db-duplicates/0f1b008e-8f45-4c9c-927d-a6ba8c40a414.mp4,False,,False
531,2024-06-03 01:59:20,397b4ec1-c800-4855-9e26-6861e3604643,https://s3.ritm.media/yappy-db-duplicates/397b4ec1-c800-4855-9e26-6861e3604643.mp4,False,,False
536,2024-06-03 02:23:32,1431b236-74a0-4095-9166-067e9c44900c,https://s3.ritm.media/yappy-db-duplicates/1431b236-74a0-4095-9166-067e9c44900c.mp4,False,,False
538,2024-06-03 02:33:14,54d0e255-93eb-4580-928e-fcb5d5a5319c,https://s3.ritm.media/yappy-db-duplicates/54d0e255-93eb-4580-928e-fcb5d5a5319c.mp4,False,,False
544,2024-06-03 03:08:08,825f2a2d-09ab-4d68-b7be-8dda1311d0e3,https://s3.ritm.media/yappy-db-duplicates/825f2a2d-09ab-4d68-b7be-8dda1311d0e3.mp4,False,,False
545,2024-06-03 03:14:31,1de33bfa-cefc-473c-ad03-9756ea6f35cd,https://s3.ritm.media/yappy-db-duplicates/1de33bfa-cefc-473c-ad03-9756ea6f35cd.mp4,False,,False
546,2024-06-03 03:19:32,3d8a93e3-ea6f-4dbd-bfa0-c2f25a0b5e30,https://s3.ritm.media/yappy-db-duplicates/3d8a93e3-ea6f-4dbd-bfa0-c2f25a0b5e30.mp4,False,,False
560,2024-06-03 04:42:57,012bd3d3-88a9-4472-8129-efc014d60d2b,https://s3.ritm.media/yappy-db-duplicates/012bd3d3-88a9-4472-8129-efc014d60d2b.mp4,False,,False
573,2024-06-03 05:56:58,1f17c4c2-a099-4a95-b563-edf59f746337,https://s3.ritm.media/yappy-db-duplicates/1f17c4c2-a099-4a95-b563-edf59f746337.mp4,False,,False
575,2024-06-03 06:05:13,401cf975-c993-4220-b069-8d9f5ab62fcd,https://s3.ritm.media/yappy-db-duplicates/401cf975-c993-4220-b069-8d9f5ab62fcd.mp4,False,,False
580,2024-06-03 06:31:40,57ee08b6-9704-4eb0-adf8-6b91e3c7be70,https://s3.ritm.media/yappy-db-duplicates/57ee08b6-9704-4eb0-adf8-6b91e3c7be70.mp4,False,,False
590,2024-06-03 07:08:35,31c8ac73-2e6e-49b3-b482-8cb3cd61912f,https://s3.ritm.media/yappy-db-duplicates/31c8ac73-2e6e-49b3-b482-8cb3cd61912f.mp4,False,,False
592,2024-06-03 07:14:23,50db1047-39ee-40d0-a1d6-eeeda6cac8a5,https://s3.ritm.media/yappy-db-duplicates/50db1047-39ee-40d0-a1d6-eeeda6cac8a5.mp4,False,,False
593,2024-06-03 07:16:28,0e177132-20d8-4099-804d-7400c2de3d53,https://s3.ritm.media/yappy-db-duplicates/0e177132-20d8-4099-804d-7400c2de3d53.mp4,False,,False
594,2024-06-03 07:16:57,2eae7067-53b8-4890-89db-b224f87903d5,https://s3.ritm.media/yappy-db-duplicates/2eae7067-53b8-4890-89db-b224f87903d5.mp4,False,,False
595,2024-06-03 07:19:27,4323a107-5c54-4110-91bb-8a86bf974227,https://s3.ritm.media/yappy-db-duplicates/4323a107-5c54-4110-91bb-8a86bf974227.mp4,False,,False
598,2024-06-03 07:41:56,0c3b1264-bb63-476a-b30b-d8e41e5ffb90,https://s3.ritm.media/yappy-db-duplicates/0c3b1264-bb63-476a-b30b-d8e41e5ffb90.mp4,False,,False
601,2024-06-03 07:55:03,8343f7d4-b0dc-4683-bb7e-f062ae87e6d7,https://s3.ritm.media/yappy-db-duplicates/8343f7d4-b0dc-4683-bb7e-f062ae87e6d7.mp4,False,,False
604,2024-06-03 08:22:26,145fdaef-9471-4aec-837d-ca06ce67ce3e,https://s3.ritm.media/yappy-db-duplicates/145fdaef-9471-4aec-837d-ca06ce67ce3e.mp4,False,,False
605,2024-06-03 08:25:33,3a643796-cefb-43a5-8d0c-ac71f1dfa7c7,https://s3.ritm.media/yappy-db-duplicates/3a643796-cefb-43a5-8d0c-ac71f1dfa7c7.mp4,False,,False
606,2024-06-03 08:26:37,4e9a4536-8301-4249-92ce-dd8a6ffcefba,https://s3.ritm.media/yappy-db-duplicates/4e9a4536-8301-4249-92ce-dd8a6ffcefba.mp4,False,,False
607,2024-06-03 08:28:26,5778081f-85a4-47d3-a640-3d524a5d37fa,https://s3.ritm.media/yappy-db-duplicates/5778081f-85a4-47d3-a640-3d524a5d37fa.mp4,False,,False
613,2024-06-03 08:51:44,3da73fc6-cd67-4039-86d5-60e9b29bf5ab,https://s3.ritm.media/yappy-db-duplicates/3da73fc6-cd67-4039-86d5-60e9b29bf5ab.mp4,False,,False
615,2024-06-03 09:03:06,10c78323-0b3c-4663-913e-bbe5a4971bdf,https://s3.ritm.media/yappy-db-duplicates/10c78323-0b3c-4663-913e-bbe5a4971bdf.mp4,False,,False
619,2024-06-03 09:20:12,2290925e-bdef-4d0e-b5f8-aa61c0543a87,https://s3.ritm.media/yappy-db-duplicates/2290925e-bdef-4d0e-b5f8-aa61c0543a87.mp4,False,,False
620,2024-06-03 09:22:56,33351dd1-ffed-4f96-a6a0-fc72b10a3f8f,https://s3.ritm.media/yappy-db-duplicates/33351dd1-ffed-4f96-a6a0-fc72b10a3f8f.mp4,False,,False
622,2024-06-03 09:27:51,55004148-fc55-410a-ae5f-6adcc0ef2e26,https://s3.ritm.media/yappy-db-duplicates/55004148-fc55-410a-ae5f-6adcc0ef2e26.mp4,False,,False
625,2024-06-03 09:42:51,01772759-af55-4b7b-a9a1-4d0458a4895c,https://s3.ritm.media/yappy-db-duplicates/01772759-af55-4b7b-a9a1-4d0458a4895c.mp4,False,,False
637,2024-06-03 10:26:53,36e972c3-7134-41ce-b37f-e227fece4575,https://s3.ritm.media/yappy-db-duplicates/36e972c3-7134-41ce-b37f-e227fece4575.mp4,True,57ee08b6-9704-4eb0-adf8-6b91e3c7be70,False
643,2024-06-03 10:58:09,40e1031b-f2c4-4b43-b96a-d881cb01dfb2,https://s3.ritm.media/yappy-db-duplicates/40e1031b-f2c4-4b43-b96a-d881cb01dfb2.mp4,False,,False
647,2024-06-03 11:11:25,54d21dfa-ddd1-49c1-9d47-0c125e1f7ceb,https://s3.ritm.media/yappy-db-duplicates/54d21dfa-ddd1-49c1-9d47-0c125e1f7ceb.mp4,False,,False
650,2024-06-03 11:27:00,305c28fa-48bb-417f-8aea-4b1fc0067323,https://s3.ritm.media/yappy-db-duplicates/305c28fa-48bb-417f-8aea-4b1fc0067323.mp4,False,,False
655,2024-06-03 11:51:36,3df9ad5a-8f34-438d-876d-c1414436a0e1,https://s3.ritm.media/yappy-db-duplicates/3df9ad5a-8f34-438d-876d-c1414436a0e1.mp4,False,,False
662,2024-06-03 12:40:08,57140e14-1706-42ee-92ef-56d175828a58,https://s3.ritm.media/yappy-db-duplicates/57140e14-1706-42ee-92ef-56d175828a58.mp4,False,,False
664,2024-06-03 12:47:12,53dfbdbe-6f94-42e5-91f1-dc83da29171d,https://s3.ritm.media/yappy-db-duplicates/53dfbdbe-6f94-42e5-91f1-dc83da29171d.mp4,False,,False
671,2024-06-03 13:24:34,83160552-d535-4c1a-9d61-aa7422df6ff8,https://s3.ritm.media/yappy-db-duplicates/83160552-d535-4c1a-9d61-aa7422df6ff8.mp4,False,,False
686,2024-06-03 15:11:24,3d0f257c-ca13-41e6-b7ef-99d4b4eb31ee,https://s3.ritm.media/yappy-db-duplicates/3d0f257c-ca13-41e6-b7ef-99d4b4eb31ee.mp4,False,,False
690,2024-06-03 15:32:42,2dd043c1-d075-45af-bc82-d8a4faa6e4d4,https://s3.ritm.media/yappy-db-duplicates/2dd043c1-d075-45af-bc82-d8a4faa6e4d4.mp4,False,,False
697,2024-06-03 16:11:43,238a4323-5ee6-45e5-9002-472c9d6db78f,https://s3.ritm.media/yappy-db-duplicates/238a4323-5ee6-45e5-9002-472c9d6db78f.mp4,False,,False
703,2024-06-03 17:12:11,2a3c070b-a77d-4e04-bf41-dac8cb400287,https://s3.ritm.media/yappy-db-duplicates/2a3c070b-a77d-4e04-bf41-dac8cb400287.mp4,False,,False
704,2024-06-03 17:16:16,831e7609-5131-4b49-b10f-9bd71a92159a,https://s3.ritm.media/yappy-db-duplicates/831e7609-5131-4b49-b10f-9bd71a92159a.mp4,False,,False
706,2024-06-03 17:21:43,39f92a8b-29c5-449d-ac25-c17734cdbdfb,https://s3.ritm.media/yappy-db-duplicates/39f92a8b-29c5-449d-ac25-c17734cdbdfb.mp4,False,,False
710,2024-06-03 17:34:05,105035b9-994d-466a-9cea-4516f205e82b,https://s3.ritm.media/yappy-db-duplicates/105035b9-994d-466a-9cea-4516f205e82b.mp4,False,,False
712,2024-06-03 17:39:09,50a15b94-2ead-4d79-b47d-88158b7bb58a,https://s3.ritm.media/yappy-db-duplicates/50a15b94-2ead-4d79-b47d-88158b7bb58a.mp4,False,,False
726,2024-06-03 18:58:59,579ec22f-9695-42bb-9c0d-4405dded8397,https://s3.ritm.media/yappy-db-duplicates/579ec22f-9695-42bb-9c0d-4405dded8397.mp4,False,,False
727,2024-06-03 19:00:48,0ecbd2ce-8765-4174-8383-08db09070554,https://s3.ritm.media/yappy-db-duplicates/0ecbd2ce-8765-4174-8383-08db09070554.mp4,False,,False
732,2024-06-03 19:21:29,0b74c46e-e806-4c83-98f5-4d0bd774c5a8,https://s3.ritm.media/yappy-db-duplicates/0b74c46e-e806-4c83-98f5-4d0bd774c5a8.mp4,False,,False
733,2024-06-03 19:34:00,0ac8ef28-267d-4335-a458-f7e71bb36cc9,https://s3.ritm.media/yappy-db-duplicates/0ac8ef28-267d-4335-a458-f7e71bb36cc9.mp4,False,,False
736,2024-06-03 19:49:39,50aa9db8-5aa2-4e91-8f53-8a5647c0815d,https://s3.ritm.media/yappy-db-duplicates/50aa9db8-5aa2-4e91-8f53-8a5647c0815d.mp4,False,,False
743,2024-06-03 20:19:30,53f8f7af-5e9f-4915-982d-0a4c0ab68749,https://s3.ritm.media/yappy-db-duplicates/53f8f7af-5e9f-4915-982d-0a4c0ab68749.mp4,False,,False
744,2024-06-03 20:25:04,3b864ac3-531b-4490-921c-216e194cee64,https://s3.ritm.media/yappy-db-duplicates/3b864ac3-531b-4490-921c-216e194cee64.mp4,False,,False
750,2024-06-03 21:12:09,54966ba4-27c5-458d-8039-1bc44472c144,https://s3.ritm.media/yappy-db-duplicates/54966ba4-27c5-458d-8039-1bc44472c144.mp4,False,,False
751,2024-06-03 21:12:41,833b4e85-1aa8-4f8e-b227-a330a13221e8,https://s3.ritm.media/yappy-db-duplicates/833b4e85-1aa8-4f8e-b227-a330a13221e8.mp4,False,,False
754,2024-06-03 21:30:32,33d13f33-b7d6-48e7-babd-15e2924fa1eb,https://s3.ritm.media/yappy-db-duplicates/33d13f33-b7d6-48e7-babd-15e2924fa1eb.mp4,False,,False
756,2024-06-03 21:36:38,2eb82e4d-57fc-4824-90bf-76cdd5e04341,https://s3.ritm.media/yappy-db-duplicates/2eb82e4d-57fc-4824-90bf-76cdd5e04341.mp4,False,,False
758,2024-06-03 21:43:07,4007e178-fdb3-44df-8d57-5bae299f4ba8,https://s3.ritm.media/yappy-db-duplicates/4007e178-fdb3-44df-8d57-5bae299f4ba8.mp4,False,,False
764,2024-06-03 22:12:41,2e6bd215-3578-4b0f-a815-56a93f406059,https://s3.ritm.media/yappy-db-duplicates/2e6bd215-3578-4b0f-a815-56a93f406059.mp4,False,,False
769,2024-06-03 22:32:01,21caaf15-da57-431d-80bf-add3554a5471,https://s3.ritm.media/yappy-db-duplicates/21caaf15-da57-431d-80bf-add3554a5471.mp4,True,82eeda14-f824-4244-b423-f0d4db672d9a,False
774,2024-06-03 22:46:11,185752e6-cecf-4b0a-9b69-b9d2b3012a9b,https://s3.ritm.media/yappy-db-duplicates/185752e6-cecf-4b0a-9b69-b9d2b3012a9b.mp4,False,,False
780,2024-06-03 23:44:13,08bc3244-08f3-4341-b2b1-24f9e722422b,https://s3.ritm.media/yappy-db-duplicates/08bc3244-08f3-4341-b2b1-24f9e722422b.mp4,False,,False
785,2024-06-04 00:25:01,2ace8ad1-fcef-4a9e-84a8-e4701b594008,https://s3.ritm.media/yappy-db-duplicates/2ace8ad1-fcef-4a9e-84a8-e4701b594008.mp4,False,,False
792,2024-06-04 01:25:17,51bb0b50-d4e1-4cab-89bd-361e98f779b3,https://s3.ritm.media/yappy-db-duplicates/51bb0b50-d4e1-4cab-89bd-361e98f779b3.mp4,False,,False
795,2024-06-04 01:30:01,561d81ac-b092-44f3-ae39-48da57cab4d6,https://s3.ritm.media/yappy-db-duplicates/561d81ac-b092-44f3-ae39-48da57cab4d6.mp4,False,,False
794,2024-06-04 01:30:01,170ff95a-d1f0-4d8d-bb73-762adc5d5721,https://s3.ritm.media/yappy-db-duplicates/170ff95a-d1f0-4d8d-bb73-762adc5d5721.mp4,False,,False
800,2024-06-04 01:48:27,0759a923-daf7-453e-afa5-c0343fe34a6c,https://s3.ritm.media/yappy-db-duplicates/0759a923-daf7-453e-afa5-c0343fe34a6c.mp4,False,,False
804,2024-06-04 01:54:28,3169ad8f-389d-47d8-8ffd-0dc92d897bd6,https://s3.ritm.media/yappy-db-duplicates/3169ad8f-389d-47d8-8ffd-0dc92d897bd6.mp4,False,,False
812,2024-06-04 02:16:25,270647d8-c648-491b-ab8d-2207552b1dcd,https://s3.ritm.media/yappy-db-duplicates/270647d8-c648-491b-ab8d-2207552b1dcd.mp4,False,,False
813,2024-06-04 02:19:45,06f250b0-ebc9-459b-9879-323823196af5,https://s3.ritm.media/yappy-db-duplicates/06f250b0-ebc9-459b-9879-323823196af5.mp4,False,,False
815,2024-06-04 02:40:04,4a5c0c4c-91e6-4f3b-8dbb-5406dff0bc30,https://s3.ritm.media/yappy-db-duplicates/4a5c0c4c-91e6-4f3b-8dbb-5406dff0bc30.mp4,False,,False
819,2024-06-04 03:06:25,0268ec6a-e40d-4398-980d-d277db377b91,https://s3.ritm.media/yappy-db-duplicates/0268ec6a-e40d-4398-980d-d277db377b91.mp4,False,,False
826,2024-06-04 03:53:50,0cee31ab-fdde-40b6-b429-78ff26db215a,https://s3.ritm.media/yappy-db-duplicates/0cee31ab-fdde-40b6-b429-78ff26db215a.mp4,False,,False
832,2024-06-04 04:13:33,513a04ea-2c71-4078-9054-aaa528782c73,https://s3.ritm.media/yappy-db-duplicates/513a04ea-2c71-4078-9054-aaa528782c73.mp4,False,,False
840,2024-06-04 04:31:06,1d7497d8-6b46-46d8-8a09-8c6f47921057,https://s3.ritm.media/yappy-db-duplicates/1d7497d8-6b46-46d8-8a09-8c6f47921057.mp4,False,,False
841,2024-06-04 04:41:40,4323f602-326f-42ba-9818-35190de92716,https://s3.ritm.media/yappy-db-duplicates/4323f602-326f-42ba-9818-35190de92716.mp4,False,,False
856,2024-06-04 05:39:14,4a3bbbdd-fffc-4f47-925f-c4c632baabfa,https://s3.ritm.media/yappy-db-duplicates/4a3bbbdd-fffc-4f47-925f-c4c632baabfa.mp4,False,,False
859,2024-06-04 05:53:27,08202122-f410-40f6-8fe2-96277dc78f78,https://s3.ritm.media/yappy-db-duplicates/08202122-f410-40f6-8fe2-96277dc78f78.mp4,False,,False
860,2024-06-04 05:56:22,1804caf8-4ab8-441d-8701-f4ddbfc4ab51,https://s3.ritm.media/yappy-db-duplicates/1804caf8-4ab8-441d-8701-f4ddbfc4ab51.mp4,False,,False
862,2024-06-04 06:16:24,26d50b9c-c99a-465e-9e64-a1b3ac50721a,https://s3.ritm.media/yappy-db-duplicates/26d50b9c-c99a-465e-9e64-a1b3ac50721a.mp4,False,,False
863,2024-06-04 06:23:46,2cf8f595-acd3-489f-b4ca-86d02c4e1eb2,https://s3.ritm.media/yappy-db-duplicates/2cf8f595-acd3-489f-b4ca-86d02c4e1eb2.mp4,False,,False
867,2024-06-04 06:29:47,555f1aef-b999-4584-a14f-42860ee14a66,https://s3.ritm.media/yappy-db-duplicates/555f1aef-b999-4584-a14f-42860ee14a66.mp4,False,,False
868,2024-06-04 06:44:17,3637649c-4599-4110-9acd-98a35654b8cb,https://s3.ritm.media/yappy-db-duplicates/3637649c-4599-4110-9acd-98a35654b8cb.mp4,False,,False
870,2024-06-04 06:50:18,0be45c83-6e7b-477c-a97b-a6b1ac3c3fcf,https://s3.ritm.media/yappy-db-duplicates/0be45c83-6e7b-477c-a97b-a6b1ac3c3fcf.mp4,False,,False
874,2024-06-04 06:56:12,4ca2eaf2-5ab1-428c-a653-b028d989c4b1,https://s3.ritm.media/yappy-db-duplicates/4ca2eaf2-5ab1-428c-a653-b028d989c4b1.mp4,False,,False
885,2024-06-04 08:12:27,36890a8b-e221-4260-a807-5e81bf178db1,https://s3.ritm.media/yappy-db-duplicates/36890a8b-e221-4260-a807-5e81bf178db1.mp4,False,,False
886,2024-06-04 08:13:42,019d8429-bfbb-4f80-b76f-26cdf1b33776,https://s3.ritm.media/yappy-db-duplicates/019d8429-bfbb-4f80-b76f-26cdf1b33776.mp4,False,,False
887,2024-06-04 08:28:36,02e8bee2-d0d4-401c-acb9-e4d66d307ed6,https://s3.ritm.media/yappy-db-duplicates/02e8bee2-d0d4-401c-acb9-e4d66d307ed6.mp4,False,,False
891,2024-06-04 09:01:16,46bf422e-85d2-4d60-98b0-687997081a36,https://s3.ritm.media/yappy-db-duplicates/46bf422e-85d2-4d60-98b0-687997081a36.mp4,False,,False
897,2024-06-04 09:39:42,16467b96-1f2e-4ceb-8015-6245c83cf768,https://s3.ritm.media/yappy-db-duplicates/16467b96-1f2e-4ceb-8015-6245c83cf768.mp4,False,,False
898,2024-06-04 09:43:53,55d5c3ac-48e3-43a4-a939-4e1b5ce2f1bf,https://s3.ritm.media/yappy-db-duplicates/55d5c3ac-48e3-43a4-a939-4e1b5ce2f1bf.mp4,False,,False
903,2024-06-04 10:19:07,30d32c6f-f7de-4de2-9b52-843debf3cd64,https://s3.ritm.media/yappy-db-duplicates/30d32c6f-f7de-4de2-9b52-843debf3cd64.mp4,False,,False
904,2024-06-04 10:20:54,2bf516d2-0d93-4c1c-ba88-c008237febfd,https://s3.ritm.media/yappy-db-duplicates/2bf516d2-0d93-4c1c-ba88-c008237febfd.mp4,False,,False
906,2024-06-04 10:41:13,d5a555f7-9fe9-49e6-b0d5-de096ea7160a,https://s3.ritm.media/yappy-db-duplicates/d5a555f7-9fe9-49e6-b0d5-de096ea7160a.mp4,True,52b2f9ff-aad2-4269-8466-f141cacb9796,False
911,2024-06-04 10:47:11,34d0a31d-a208-477e-b951-261872915043,https://s3.ritm.media/yappy-db-duplicates/34d0a31d-a208-477e-b951-261872915043.mp4,False,,False
912,2024-06-04 10:48:13,2e0083ba-bc41-4ea1-a691-9c7e9974c4cb,https://s3.ritm.media/yappy-db-duplicates/2e0083ba-bc41-4ea1-a691-9c7e9974c4cb.mp4,False,,False
916,2024-06-04 11:12:45,436805ad-cc09-4b78-8720-f74dbb9d99cc,https://s3.ritm.media/yappy-db-duplicates/436805ad-cc09-4b78-8720-f74dbb9d99cc.mp4,False,,False
917,2024-06-04 11:23:24,58360485-9f7c-41d6-928e-ac9feb7345d4,https://s3.ritm.media/yappy-db-duplicates/58360485-9f7c-41d6-928e-ac9feb7345d4.mp4,False,,False
919,2024-06-04 11:39:55,0b248be7-420e-44dc-8a6d-d6b6ecc8b0aa,https://s3.ritm.media/yappy-db-duplicates/0b248be7-420e-44dc-8a6d-d6b6ecc8b0aa.mp4,False,,False
927,2024-06-04 11:54:08,27b07648-d7e8-42e3-9131-5a43e3e4f31f,https://s3.ritm.media/yappy-db-duplicates/27b07648-d7e8-42e3-9131-5a43e3e4f31f.mp4,True,08bc3244-08f3-4341-b2b1-24f9e722422b,False
928,2024-06-04 11:56:12,224a20e1-620a-4972-b91b-7d621405be3b,https://s3.ritm.media/yappy-db-duplicates/224a20e1-620a-4972-b91b-7d621405be3b.mp4,False,,False
930,2024-06-04 12:13:21,48776192-a1d2-4e88-b8a4-e5f65edaa06b,https://s3.ritm.media/yappy-db-duplicates/48776192-a1d2-4e88-b8a4-e5f65edaa06b.mp4,False,,False
932,2024-06-04 12:22:59,529b418c-8d96-4a79-8321-81a44d15a7a5,https://s3.ritm.media/yappy-db-duplicates/529b418c-8d96-4a79-8321-81a44d15a7a5.mp4,False,,False
940,2024-06-04 13:17:12,2d26d378-e0b9-40e6-a15e-e1b967091c60,https://s3.ritm.media/yappy-db-duplicates/2d26d378-e0b9-40e6-a15e-e1b967091c60.mp4,False,,False
943,2024-06-04 13:26:49,32b48a36-45bc-45d8-9efa-f5edbeecac02,https://s3.ritm.media/yappy-db-duplicates/32b48a36-45bc-45d8-9efa-f5edbeecac02.mp4,False,,False
944,2024-06-04 13:31:34,40f1cf78-11d9-4bbc-9df1-81644fd99739,https://s3.ritm.media/yappy-db-duplicates/40f1cf78-11d9-4bbc-9df1-81644fd99739.mp4,False,,False
946,2024-06-04 13:47:34,30458246-ba5e-483b-8ea8-672b4655afa5,https://s3.ritm.media/yappy-db-duplicates/30458246-ba5e-483b-8ea8-672b4655afa5.mp4,False,,False
958,2024-06-04 14:27:03,3d01a6a7-a62c-4c3a-8c13-26ef98efe853,https://s3.ritm.media/yappy-db-duplicates/3d01a6a7-a62c-4c3a-8c13-26ef98efe853.mp4,False,,False
965,2024-06-04 14:50:12,3e06f13a-c127-46aa-98be-67b10a7bd906,https://s3.ritm.media/yappy-db-duplicates/3e06f13a-c127-46aa-98be-67b10a7bd906.mp4,False,,False
967,2024-06-04 15:01:09,31d5607d-2b3c-479d-b8e0-0d95a1d9c436,https://s3.ritm.media/yappy-db-duplicates/31d5607d-2b3c-479d-b8e0-0d95a1d9c436.mp4,False,,False
971,2024-06-04 15:26:20,16f762e6-c293-4a10-9d08-a426cf347c9b,https://s3.ritm.media/yappy-db-duplicates/16f762e6-c293-4a10-9d08-a426cf347c9b.mp4,False,,False
982,2024-06-04 16:21:20,3f4b5717-303b-4c9f-8483-84a60ae636f6,https://s3.ritm.media/yappy-db-duplicates/3f4b5717-303b-4c9f-8483-84a60ae636f6.mp4,False,,False
984,2024-06-04 16:30:38,2f36dc87-7a1c-4152-a5dd-e9d5c9c0355a,https://s3.ritm.media/yappy-db-duplicates/2f36dc87-7a1c-4152-a5dd-e9d5c9c0355a.mp4,False,,False
986,2024-06-04 16:46:51,12c10adc-e9e1-4675-a7f0-a75af64d4195,https://s3.ritm.media/yappy-db-duplicates/12c10adc-e9e1-4675-a7f0-a75af64d4195.mp4,False,,False
992,2024-06-04 16:57:01,1f26bf2a-c737-4c02-b2ea-86352a64acea,https://s3.ritm.media/yappy-db-duplicates/1f26bf2a-c737-4c02-b2ea-86352a64acea.mp4,False,,False
996,2024-06-04 17:24:03,390f73b5-6e10-4db6-978d-03cf06d2cc39,https://s3.ritm.media/yappy-db-duplicates/390f73b5-6e10-4db6-978d-03cf06d2cc39.mp4,True,2cf8f595-acd3-489f-b4ca-86d02c4e1eb2,False
1002,2024-06-04 17:41:30,4ec10014-f3ed-4b3c-adb1-04f163421204,https://s3.ritm.media/yappy-db-duplicates/4ec10014-f3ed-4b3c-adb1-04f163421204.mp4,False,,False
1013,2024-06-04 19:01:39,1fd48fb5-5252-4abd-871d-f8d342ab5686,https://s3.ritm.media/yappy-db-duplicates/1fd48fb5-5252-4abd-871d-f8d342ab5686.mp4,False,,False
1017,2024-06-04 19:27:26,83144628-0fda-438d-a752-e03a0ac749fd,https://s3.ritm.media/yappy-db-duplicates/83144628-0fda-438d-a752-e03a0ac749fd.mp4,False,,False
1022,2024-06-04 20:03:17,1a5f6db1-e99f-4c36-b9ad-26a9ab4a1cc8,https://s3.ritm.media/yappy-db-duplicates/1a5f6db1-e99f-4c36-b9ad-26a9ab4a1cc8.mp4,False,,False
1023,2024-06-04 20:03:49,09939dde-05d8-40d9-9d06-cfb5dabe94ae,https://s3.ritm.media/yappy-db-duplicates/09939dde-05d8-40d9-9d06-cfb5dabe94ae.mp4,False,,False
1024,2024-06-04 20:13:54,4ed5ea1b-d73d-4950-a139-0b9b7e849373,https://s3.ritm.media/yappy-db-duplicates/4ed5ea1b-d73d-4950-a139-0b9b7e849373.mp4,False,,False
1026,2024-06-04 20:18:55,18f98fef-8130-4032-9817-407162d22ad3,https://s3.ritm.media/yappy-db-duplicates/18f98fef-8130-4032-9817-407162d22ad3.mp4,False,,False
1027,2024-06-04 20:21:13,3b5126a8-2ea1-4066-a3de-8c6638492237,https://s3.ritm.media/yappy-db-duplicates/3b5126a8-2ea1-4066-a3de-8c6638492237.mp4,False,,False
1029,2024-06-04 20:24:41,182901f0-3e62-4d1d-a2e1-22e092db7992,https://s3.ritm.media/yappy-db-duplicates/182901f0-3e62-4d1d-a2e1-22e092db7992.mp4,False,,False
